ApplicationID,SubmissionDate,ApplicantType,Country,Age,ApplicationType,DocumentStatus,PaymentStatus,PaymentAmount,PaymentMethod,PaymentDate,PaymentQuarter,ProcessingStage,DaysToProcess,DataCheckStatus,MissingInfoFlag,AssignedTeam
APP-100287,2024-09-28 11:04:22.847060,UK,United Kingdom,25.0,Body Corporate,Incomplete,Paid,100.0,Bank Transfer,2024-10-19 11:04:22.847060,Q4,Completed,7,Pass,Yes,Team A
APP-100288,2024-09-19 11:04:22.847060,UK,United Kingdom,40.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-10-02 11:04:22.847060,Q4,Completed,5,Pass,No,Team A
APP-100289,2024-11-08 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-11-27 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100290,2025-03-07 11:04:22.847060,UK,United Kingdom,35.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-03-31 11:04:22.847060,Q1,Submitted,0,Fail,No,Team A
APP-100291,2025-03-17 11:04:22.847060,UK,United Kingdom,48.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-04-15 11:04:22.847060,Q2,Completed,4,Pass,No,Team B
APP-100292,2025-01-03 11:04:22.847060,International,France,47.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-01-31 11:04:22.847060,Q1,Completed,8,Pass,No,Team C
APP-100293,2025-05-19 11:04:22.847060,UK,United Kingdom,56.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-06-16 11:04:22.847060,Q2,Completed,8,Fail,No,Team A
APP-100294,2024-12-27 11:04:22.847060,UK,United Kingdom,13.0,Fully Qualified,Complete,Unpaid,0.0,PayPal,,,In Review,7,Pass,No,Team C
APP-100295,2025-02-27 11:04:22.847060,UK,United Kingdom,35.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-02-27 11:04:22.847060,Q1,In Review,8,Pass,No,Team C
APP-100296,2025-11-01 11:04:22.847060,International,Pakistan,59.0,Body Corporate,Complete,Paid,100.0,Bank Transfer,2025-11-08 11:04:22.847060,Q4,Submitted,0,Fail,No,Team B
APP-100297,2025-10-15 11:04:22.847060,UK,United Kingdom,56.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-10-21 11:04:22.847060,Q4,Completed,5,Pass,No,Team A
APP-100298,2025-02-14 11:04:22.847060,UK,United Kingdom,34.0,STUDENT RESTO,Complete,Pending,35.0,Bank Transfer,2025-02-16 11:04:22.847060,Q1,Submitted,0,Fail,No,Team B
APP-100299,2024-07-24 11:04:22.847060,UK,United Kingdom,31.0,FQ RESTO,Complete,Paid,235.0,PayPal,,Q3,In Review,11,Pass,No,Team A
APP-100300,2024-09-04 11:04:22.847060,UK,United Kingdom,48.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-09-23 11:04:22.847060,Q3,Completed,4,Pass,No,Team B
APP-100301,2025-08-09 11:04:22.847060,UK,United Kingdom,41.0,BD RESTO,Complete,Unpaid,0.0,Bank Transfer,,,Completed,13,Pass,No,Team C
APP-100302,2025-03-12 11:04:22.847060,UK,United Kingdom,52.0,FQ RESTO,Incomplete,Paid,470.0,PayPal,2025-03-13 11:04:22.847060,Q1,In Review,17,Fail,Yes,Team A
APP-100303,2024-07-17 11:04:22.847060,UK,United Kingdom,51.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2024-07-31 11:04:22.847060,Q3,In Review,12,Pass,No,Team C
APP-100304,2024-06-05 11:04:22.847060,International,Brazil,20.0,Body Corporate,Complete,Paid,300.0,Bank Transfer,2024-06-24 11:04:22.847060,Q2,Completed,6,Pass,No,Team C
APP-100305,2025-05-09 11:04:22.847060,International,China,54.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-05-30 11:04:22.847060,Q2,Completed,6,Pass,Yes,Team B
APP-100306,2024-10-13 11:04:22.847060,UK,United Kingdom,57.0,Body Corporate,Complete,,100.0,Bank Transfer,2024-11-04 11:04:22.847060,Q4,In Review,2,Pass,No,Team A
APP-100307,2025-02-25 11:04:22.847060,UK,United Kingdom,43.0,Body Corporate,Complete,Paid,400.0,Bank Transfer,2025-03-24 11:04:22.847060,Q1,Completed,4,Pass,No,Team C
APP-100308,2024-11-14 11:04:22.847060,International,China,40.0,Body Corporate,Complete,Pending,100.0,Bank Transfer,2024-11-15 11:04:22.847060,Q4,Completed,6,Pass,No,Team B
APP-100309,2025-08-28 11:04:22.847060,UK,United Kingdom,56.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-09-04 11:04:22.847060,Q3,In Review,7,Pass,No,Team A
APP-100310,2025-08-13 11:04:22.847060,UK,United Kingdom,32.0,FQ RESTO,Complete,Pending,235.0,PayPal,2025-09-05 11:04:22.847060,Q3,In Review,14,Pass,No,Team A
APP-100311,2024-06-11 11:04:22.847060,UK,United Kingdom,21.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2024-06-12 11:04:22.847060,Q2,Completed,14,Pass,No,Team C
APP-100312,2024-09-24 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-10-06 11:04:22.847060,Q4,Completed,9,Pass,No,Team A
APP-100313,2024-08-18 11:04:22.847060,International,USA,39.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-09-01 11:04:22.847060,Q3,Submitted,0,Pass,No,Team C
APP-100314,2024-11-01 11:04:22.847060,International,Germany,42.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2024-11-08 11:04:22.847060,Q4,Completed,4,Fail,Yes,Team A
APP-100315,2024-07-08 11:04:22.847060,International,Pakistan,30.0,FQ RESTO,Incomplete,Paid,235.0,Bank Transfer,2024-07-25 11:04:22.847060,Q3,Completed,14,Pass,Yes,Team B
APP-100316,2025-06-15 11:04:22.847060,UK,United Kingdom,35.0,Body Corporate,Complete,Paid,300.0,PayPal,2025-06-21 11:04:22.847060,Q2,In Review,4,Fail,No,Team C
APP-100317,2024-10-31 11:04:22.847060,UK,United Kingdom,50.0,Body Corporate,Complete,Pending,100.0,PayPal,2024-11-24 11:04:22.847060,Q4,Completed,4,Pass,No,Team C
APP-100318,2025-08-16 11:04:22.847060,UK,United Kingdom,33.0,Fully Qualified,Complete,Pending,141.0,PayPal,2025-09-12 11:04:22.847060,Q3,Completed,6,Pass,No,Team A
APP-100319,2024-10-10 11:04:22.847060,UK,United Kingdom,59.0,Body Corporate,Complete,Paid,100.0,PayPal,2024-11-03 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100320,2024-07-14 11:04:22.847060,UK,United Kingdom,19.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2024-07-15 11:04:22.847060,Q3,In Review,6,Pass,No,Team C
APP-100321,2025-04-13 11:04:22.847060,International,China,52.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2025-04-17 11:04:22.847060,Q2,In Review,1,Pass,No,Team A
APP-100322,2025-06-10 11:04:22.847060,International,China,59.0,BD RESTO,Incomplete,Pending,390.0,Bank Transfer,2025-06-26 11:04:22.847060,Q2,Completed,13,Pass,Yes,Team B
APP-100323,2024-07-12 11:04:22.847060,UK,United Kingdom,51.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2024-07-21 11:04:22.847060,Q3,Withdrawn,0,Pass,No,Team A
APP-100324,2025-06-03 11:04:22.847060,International,Brazil,47.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2025-06-10 11:04:22.847060,Q2,In Review,12,Pass,No,Team B
APP-100325,2025-01-03 11:04:22.847060,International,Canada,30.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-01-29 11:04:22.847060,Q1,Completed,12,Pass,No,Team B
APP-100326,2025-02-12 11:04:22.847060,UK,United Kingdom,30.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-03-13 11:04:22.847060,Q1,Completed,3,Pass,No,Team B
APP-100327,2024-09-15 11:04:22.847060,UK,United Kingdom,35.0,Fully Qualified,Incomplete,Pending,70.5,Bank Transfer,2024-10-08 11:04:22.847060,Q4,Completed,3,Pass,Yes,Team B
APP-100328,2025-05-30 11:04:22.847060,UK,United Kingdom,49.0,BD RESTO,Complete,Paid,390.0,PayPal,2025-06-17 11:04:22.847060,Q2,In Review,11,Pass,No,Team B
APP-100329,2025-07-23 11:04:22.847060,UK,United Kingdom,49.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2025-08-02 11:04:22.847060,Q3,In Review,17,Pass,No,Team A
APP-100330,2024-11-07 11:04:22.847060,UK,United Kingdom,52.0,Student Registration,Complete,Paid,35.0,PayPal,2024-11-25 11:04:22.847060,Q4,In Review,2,Pass,No,Team B
APP-100331,2025-01-30 11:04:22.847060,International,Brazil,,Fully Qualified,Complete,Paid,282.0,PayPal,2025-02-18 11:04:22.847060,Q1,Completed,9,Pass,No,Team A
APP-100332,2024-11-15 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-12-09 11:04:22.847060,Q4,Submitted,0,Pass,No,Team B
APP-100333,2024-11-30 11:04:22.847060,UK,United Kingdom,46.0,Body Corporate,Complete,Unpaid,0.0,PayPal,,,Completed,7,Pass,No,Team C
APP-100334,2025-07-29 11:04:22.847060,UK,United Kingdom,33.0,Fully Qualified,Complete,Pending,141.0,PayPal,2025-08-19 11:04:22.847060,Q3,,9,Pass,No,Team B
APP-100335,2024-06-27 11:04:22.847060,UK,United Kingdom,27.0,Fully Qualified,Complete,Paid,141.0,PayPal,2024-07-23 11:04:22.847060,Q3,In Review,2,Pass,No,Team C
APP-100336,2024-12-02 11:04:22.847060,International,Germany,47.0,Student Registration,Complete,Paid,35.0,PayPal,2024-12-12 11:04:22.847060,Q4,Completed,4,Pass,No,Team B
APP-100337,2025-05-08 11:04:22.847060,International,France,42.0,Fully Qualified,Complete,Pending,211.5,PayPal,2025-05-15 11:04:22.847060,Q2,Completed,3,Pass,No,Team B
APP-100338,2025-07-28 11:04:22.847060,UK,United Kingdom,56.0,FQ RESTO,Complete,Paid,235.0,PayPal,2025-08-06 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100339,2025-02-11 11:04:22.847060,UK,United Kingdom,37.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-03-11 11:04:22.847060,Q1,In Review,3,,No,Team C
APP-100340,2025-03-02 11:04:22.847060,UK,United Kingdom,22.0,Body Corporate,Complete,Pending,400.0,PayPal,2025-03-06 11:04:22.847060,Q1,Withdrawn,0,Fail,No,Team C
APP-100341,2024-11-12 11:04:22.847060,UK,United Kingdom,82.0,Body Corporate,Incomplete,Pending,100.0,Bank Transfer,2024-12-03 11:04:22.847060,Q4,In Review,5,Pass,Yes,Team B
APP-100342,2024-09-20 11:04:22.847060,UK,United Kingdom,47.0,FQ RESTO,Incomplete,Unpaid,0.0,Bank Transfer,,,In Review,14,Fail,Yes,Team A
APP-100343,2025-06-28 11:04:22.847060,UK,United Kingdom,20.0,Student Registration,Incomplete,Unpaid,0.0,Bank Transfer,,,Completed,4,Pass,Yes,Team B
APP-100344,2024-07-11 11:04:22.847060,UK,United Kingdom,31.0,STUDENT RESTO,Complete,Pending,35.0,Bank Transfer,2024-07-27 11:04:22.847060,Q3,Submitted,0,Pass,No,Team C
APP-100345,,UK,United Kingdom,47.0,Body Corporate,Complete,Paid,100.0,Bank Transfer,2025-10-03 11:04:22.847060,Q4,In Review,8,Pass,No,Team B
APP-100346,2025-01-15 11:04:22.847060,UK,United Kingdom,21.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-01-28 11:04:22.847060,Q1,In Review,16,Pass,No,Team C
APP-100347,2024-12-23 11:04:22.847060,UK,United Kingdom,35.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-01-01 11:04:22.847060,Q1,In Review,12,Pass,No,Team C
APP-100348,2025-09-16 11:04:22.847060,UK,United Kingdom,54.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-09-24 11:04:22.847060,Q3,In Review,9,Pass,Yes,Team C
APP-100349,2025-05-26 11:04:22.847060,UK,United Kingdom,42.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-05-27 11:04:22.847060,Q2,Submitted,0,Pass,No,Team B
APP-100350,2025-04-10 11:04:22.847060,UK,United Kingdom,18.0,Student Registration,Complete,Paid,35.0,PayPal,2025-04-27 11:04:22.847060,Q2,In Review,11,Pass,No,Team C
APP-100351,2025-01-21 11:04:22.847060,International,Brazil,77.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-02-20 11:04:22.847060,Q1,Submitted,0,Pass,No,Team C
APP-100352,2025-01-16 11:04:22.847060,International,France,26.0,Student Registration,Complete,Paid,35.0,PayPal,2025-02-03 11:04:22.847060,Q1,Completed,5,Pass,No,Team B
APP-100353,2024-06-26 11:04:22.847060,UK,United Kingdom,32.0,Student Registration,Complete,Paid,35.0,PayPal,2024-07-24 11:04:22.847060,Q3,In Review,5,Pass,No,Team C
APP-100354,2024-12-16 11:04:22.847060,UK,United Kingdom,41.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-01-08 11:04:22.847060,Q1,In Review,2,Pass,No,Team B
APP-100355,2025-07-15 11:04:22.847060,UK,United Kingdom,21.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-08-13 11:04:22.847060,Q3,Completed,3,Pass,No,Team C
APP-100356,2025-05-04 11:04:22.847060,UK,United Kingdom,29.0,Student Registration,Complete,Pending,35.0,PayPal,2025-05-09 11:04:22.847060,Q2,Completed,6,Fail,No,Team A
APP-100357,2025-03-14 11:04:22.847060,UK,United Kingdom,54.0,Fully Qualified,Complete,Paid,211.5,PayPal,2025-04-03 11:04:22.847060,Q2,Submitted,0,Pass,No,Team A
APP-100358,2024-08-12 11:04:22.847060,International,China,54.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-09-02 11:04:22.847060,Q3,Completed,3,Fail,No,Team C
APP-100359,2025-03-14 11:04:22.847060,UK,United Kingdom,23.0,Fully Qualified,Incomplete,Pending,282.0,Bank Transfer,2025-03-27 11:04:22.847060,Q1,In Review,2,Pass,Yes,Team A
APP-100360,2025-05-27 11:04:22.847060,UK,United Kingdom,56.0,Fully Qualified,Incomplete,Paid,211.5,PayPal,2025-06-13 11:04:22.847060,Q2,Submitted,0,Pass,Yes,Team B
APP-100361,2025-11-05 11:04:22.847060,UK,United Kingdom,41.0,Fully Qualified,Complete,Paid,70.5,Bank Transfer,2025-11-20 11:04:22.847060,Q4,Completed,3,Pass,No,Team A
APP-100362,2025-07-16 11:04:22.847060,UK,United Kingdom,28.0,FQ RESTO,Complete,Paid,235.0,PayPal,2025-07-17 11:04:22.847060,Q3,Completed,11,Pass,No,Team C
APP-100363,2025-05-07 11:04:22.847060,UK,United Kingdom,30.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2025-05-18 11:04:22.847060,Q2,In Review,5,Fail,No,Team C
APP-100364,2024-06-30 11:04:22.847060,International,France,51.0,Fully Qualified,Complete,Unpaid,0.0,Bank Transfer,,,In Review,8,Pass,No,Team B
APP-100365,2024-09-28 11:04:22.847060,UK,United Kingdom,42.0,Fully Qualified,Complete,Paid,70.5,Bank Transfer,2024-10-28 11:04:22.847060,Q4,Completed,4,Pass,No,Team C
APP-100366,2025-02-24 11:04:22.847060,International,China,24.0,FQ RESTO,Incomplete,Paid,470.0,Bank Transfer,2025-03-16 11:04:22.847060,Q1,In Review,14,Pass,Yes,Team B
APP-100367,2024-12-01 11:04:22.847060,International,Germany,21.0,FQ RESTO,Complete,Paid,117.5,Bank Transfer,2024-12-22 11:04:22.847060,Q4,Completed,14,Pass,No,Team A
APP-100368,2025-02-28 11:04:22.847060,UK,United Kingdom,25.0,FQ RESTO,Incomplete,Paid,470.0,PayPal,2025-03-12 11:04:22.847060,Q1,In Review,10,Fail,Yes,Team A
APP-100369,2024-07-11 11:04:22.847060,UK,United Kingdom,37.0,Body Corporate,Complete,Paid,200.0,PayPal,2024-08-05 11:04:22.847060,Q3,Completed,8,Pass,No,Team B
APP-100370,2024-09-21 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Paid,35.0,PayPal,2024-10-07 11:04:22.847060,Q4,Completed,7,Pass,No,Team B
APP-100371,2025-08-20 11:04:22.847060,UK,United Kingdom,27.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-08-30 11:04:22.847060,Q3,Completed,3,Pass,No,Team C
APP-100372,2025-05-21 11:04:22.847060,UK,United Kingdom,51.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-06-12 11:04:22.847060,Q2,Completed,7,Pass,Yes,Team A
APP-100373,2025-04-19 11:04:22.847060,International,USA,43.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-05-02 11:04:22.847060,Q2,Completed,15,Pass,No,Team B
APP-100374,2025-08-22 11:04:22.847060,UK,United Kingdom,58.0,Body Corporate,Complete,Paid,200.0,Bank Transfer,2025-09-04 11:04:22.847060,Q3,In Review,5,Pass,No,Team A
APP-100375,2025-11-07 11:04:22.847060,UK,United Kingdom,20.0,BD RESTO,Complete,Paid,130.0,Bank Transfer,2025-11-11 11:04:22.847060,Q4,In Review,13,Pass,No,Team B
APP-100376,2024-09-28 11:04:22.847060,International,France,23.0,Fully Qualified,Complete,Pending,70.5,Bank Transfer,2024-10-07 11:04:22.847060,Q4,In Review,10,Pass,No,Team A
APP-100377,2025-07-01 11:04:22.847060,UK,United Kingdom,22.0,FQ RESTO,Complete,Paid,235.0,Bank Transfer,2025-07-13 11:04:22.847060,Q3,Completed,16,Pass,No,Team C
APP-100378,2024-12-13 11:04:22.847060,International,India,22.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-12-18 11:04:22.847060,Q4,Completed,6,Pass,No,Team A
APP-100379,2025-02-17 11:04:22.847060,UK,United Kingdom,40.0,Student Registration,Complete,Paid,35.0,PayPal,2025-03-13 11:04:22.847060,Q1,In Review,10,Pass,No,Team A
APP-100380,2024-07-17 11:04:22.847060,UK,United Kingdom,26.0,Fully Qualified,Complete,Paid,141.0,PayPal,2024-08-03 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100381,2025-08-22 11:04:22.847060,International,Pakistan,52.0,Body Corporate,Complete,Pending,200.0,Bank Transfer,2025-09-06 11:04:22.847060,Q3,In Review,1,Pass,No,Team A
APP-100382,2024-06-03 11:04:22.847060,UK,United Kingdom,37.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2024-06-10 11:04:22.847060,Q2,Completed,6,Pass,No,Team A
APP-100383,2025-11-16 11:04:22.847060,International,China,59.0,FQ RESTO,Complete,Pending,117.5,Bank Transfer,2025-12-13 11:04:22.847060,Q4,In Review,11,Pass,No,Team C
APP-100384,2024-12-20 11:04:22.847060,International,USA,52.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-12-27 11:04:22.847060,Q4,Completed,5,Pass,No,Team B
,2025-06-09 11:04:22.847060,International,India,35.0,Body Corporate,Complete,Pending,300.0,PayPal,2025-06-18 11:04:22.847060,Q2,Withdrawn,0,Pass,No,Team A
APP-100386,2025-08-17 11:04:22.847060,UK,United Kingdom,34.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-09-13 11:04:22.847060,Q3,Submitted,0,Pass,No,Team C
APP-100387,2024-08-12 11:04:22.847060,UK,United Kingdom,41.0,Student Registration,Incomplete,Pending,35.0,PayPal,2024-09-03 11:04:22.847060,Q3,In Review,1,Pass,Yes,Team A
APP-100388,2025-05-06 11:04:22.847060,International,Brazil,20.0,FQ RESTO,Complete,Paid,352.5,PayPal,2025-05-10 11:04:22.847060,Q2,In Review,15,Pass,No,Team A
APP-100389,2025-04-19 11:04:22.847060,International,Brazil,49.0,BD RESTO,Complete,Paid,390.0,Bank Transfer,2025-05-14 11:04:22.847060,Q2,In Review,17,Pass,No,Team B
APP-100390,2024-10-07 11:04:22.847060,International,Canada,52.0,BD RESTO,Complete,Paid,130.0,PayPal,2024-10-21 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100391,2025-04-05 11:04:22.847060,UK,United Kingdom,55.0,FQ RESTO,Complete,Paid,352.5,Bank Transfer,2025-05-04 11:04:22.847060,Q2,Submitted,0,Pass,No,Team C
APP-100392,2025-11-03 11:04:22.847060,UK,United Kingdom,30.0,BD RESTO,Complete,Unpaid,0.0,Bank Transfer,,,Completed,16,Pass,No,Team C
APP-100393,2025-04-14 11:04:22.847060,International,France,42.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-04-15 11:04:22.847060,Q2,In Review,4,Pass,No,Team B
APP-100394,2025-07-25 11:04:22.847060,UK,United Kingdom,26.0,BD RESTO,Complete,Paid,260.0,Bank Transfer,2025-08-11 11:04:22.847060,Q3,In Review,11,Pass,No,Team A
APP-100395,2025-05-02 11:04:22.847060,International,France,21.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2025-05-15 11:04:22.847060,Q2,Completed,4,Pass,No,Team C
APP-100396,2025-07-19 11:04:22.847060,International,Pakistan,31.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-08-18 11:04:22.847060,Q3,Completed,4,Pass,No,Team A
APP-100397,2025-03-31 11:04:22.847060,UK,United Kingdom,54.0,Student Registration,Complete,Paid,35.0,PayPal,2025-04-13 11:04:22.847060,Q2,Submitted,0,Pass,No,Team A
APP-100398,2024-10-10 11:04:22.847060,International,India,51.0,BD RESTO,Complete,Paid,130.0,PayPal,2024-10-27 11:04:22.847060,Q4,Completed,16,Pass,No,Team A
APP-100399,2024-12-15 11:04:22.847060,International,USA,28.0,BD RESTO,Complete,Paid,130.0,PayPal,2024-12-31 11:04:22.847060,Q4,In Review,15,Pass,No,Team B
APP-100400,2025-08-06 11:04:22.847060,UK,United Kingdom,58.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,Completed,9,Pass,No,Team A
APP-100401,2025-06-25 11:04:22.847060,International,Pakistan,20.0,BD RESTO,Complete,Paid,390.0,PayPal,2025-06-29 11:04:22.847060,Q2,Completed,17,Pass,No,Team C
APP-100402,2024-11-27 11:04:22.847060,UK,United Kingdom,45.0,STUDENT RESTO,Incomplete,Paid,35.0,PayPal,2024-12-09 11:04:22.847060,Q4,Completed,10,Pass,Yes,Team A
APP-100403,2025-04-06 11:04:22.847060,International,China,46.0,Student Registration,Complete,Pending,35.0,PayPal,2025-04-13 11:04:22.847060,Q2,In Review,1,Pass,No,Team C
APP-100404,2025-07-22 11:04:22.847060,UK,United Kingdom,26.0,Student Registration,Complete,Paid,35.0,PayPal,2025-07-30 11:04:22.847060,Q3,Completed,9,Pass,No,Team A
APP-100405,2024-06-02 11:04:22.847060,International,Canada,20.0,BD RESTO,Complete,Paid,390.0,PayPal,2024-06-08 11:04:22.847060,Q2,Submitted,0,Pass,No,Team C
APP-100406,2025-04-09 11:04:22.847060,UK,United Kingdom,42.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-04-19 11:04:22.847060,Q2,Submitted,0,Pass,No,Team C
APP-100407,2025-03-22 11:04:22.847060,UK,United Kingdom,51.0,Body Corporate,Complete,Paid,300.0,PayPal,2025-04-11 11:04:22.847060,Q2,In Review,4,Pass,No,Team A
APP-100408,2025-01-03 11:04:22.847060,International,Pakistan,29.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-01-05 11:04:22.847060,Q1,Submitted,0,Fail,No,Team A
APP-100409,2025-08-16 11:04:22.847060,UK,United Kingdom,59.0,Fully Qualified,Complete,Pending,141.0,PayPal,2025-09-14 11:04:22.847060,Q3,In Review,7,Pass,No,Team C
APP-100410,2025-04-27 11:04:22.847060,UK,United Kingdom,26.0,BD RESTO,Complete,Paid,390.0,Bank Transfer,2025-05-11 11:04:22.847060,Q2,Completed,15,Fail,No,Team B
APP-100411,2025-09-21 11:04:22.847060,International,Germany,32.0,Body Corporate,Complete,Paid,100.0,Bank Transfer,2025-10-18 11:04:22.847060,Q4,Completed,5,Pass,No,Team A
APP-100412,2025-08-28 11:04:22.847060,International,Nigeria,57.0,FQ RESTO,Complete,Pending,235.0,Bank Transfer,2025-09-08 11:04:22.847060,Q3,In Review,14,Fail,No,Team B
APP-100413,2025-08-28 11:04:22.847060,UK,United Kingdom,42.0,,Complete,Unpaid,0.0,PayPal,,,In Review,4,Pass,No,Team A
APP-100414,2025-01-06 11:04:22.847060,UK,United Kingdom,22.0,BD RESTO,Incomplete,Paid,520.0,Bank Transfer,2025-01-08 11:04:22.847060,Q1,In Review,11,Pass,Yes,Team A
APP-100415,2025-11-07 11:04:22.847060,UK,United Kingdom,28.0,Body Corporate,Complete,Paid,100.0,Bank Transfer,2025-11-24 11:04:22.847060,Q4,In Review,8,Pass,No,Team A
APP-100416,2025-09-29 11:04:22.847060,UK,United Kingdom,51.0,Student Registration,Complete,Paid,35.0,PayPal,2025-10-22 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100417,2024-11-22 11:04:22.847060,UK,United Kingdom,41.0,Fully Qualified,Incomplete,Unpaid,0.0,PayPal,,,Completed,3,Pass,Yes,Team B
APP-100418,2024-08-27 11:04:22.847060,International,Pakistan,32.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-09-22 11:04:22.847060,Q3,In Review,7,Pass,No,Team A
APP-100419,2025-03-19 11:04:22.847060,International,Canada,55.0,FQ RESTO,Complete,Paid,470.0,Bank Transfer,2025-03-25 11:04:22.847060,Q1,In Review,12,Pass,No,Team C
APP-100420,2025-11-11 11:04:22.847060,International,Australia,25.0,Fully Qualified,Complete,Paid,70.5,PayPal,2025-11-12 11:04:22.847060,Q4,Submitted,0,Pass,No,Team C
APP-100421,2025-05-11 11:04:22.847060,International,Germany,22.0,Body Corporate,Incomplete,Paid,300.0,PayPal,2025-05-19 11:04:22.847060,Q2,Completed,8,Pass,Yes,Team B
APP-100422,2024-09-05 11:04:22.847060,UK,United Kingdom,43.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-09-17 11:04:22.847060,Q3,Completed,6,Pass,No,Team A
APP-100423,2025-01-28 11:04:22.847060,UK,United Kingdom,35.0,BD RESTO,Complete,Paid,520.0,PayPal,2025-02-18 11:04:22.847060,Q1,Completed,14,Fail,No,Team C
APP-100424,2025-04-15 11:04:22.847060,UK,United Kingdom,23.0,FQ RESTO,Complete,Paid,352.5,Bank Transfer,2025-05-04 11:04:22.847060,Q2,Completed,17,Pass,No,Team B
APP-100425,2025-01-18 11:04:22.847060,UK,United Kingdom,54.0,Fully Qualified,Incomplete,Unpaid,0.0,PayPal,,,In Review,11,Fail,Yes,Team A
APP-100426,2024-12-22 11:04:22.847060,UK,United Kingdom,30.0,FQ RESTO,Complete,Paid,470.0,PayPal,2025-01-10 11:04:22.847060,Q1,In Review,15,Pass,No,Team C
APP-100427,2024-10-30 11:04:22.847060,International,Nigeria,45.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-10-31 11:04:22.847060,Q4,Completed,9,Pass,No,Team C
APP-100428,2024-06-27 11:04:22.847060,UK,United Kingdom,22.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2024-07-24 11:04:22.847060,Q3,In Review,3,Pass,No,Team B
APP-100429,2024-07-19 11:04:22.847060,UK,United Kingdom,30.0,FQ RESTO,Complete,Paid,235.0,PayPal,2024-07-21 11:04:22.847060,Q3,Completed,17,Pass,No,Team A
APP-100430,2025-02-07 11:04:22.847060,UK,United Kingdom,34.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-02-13 11:04:22.847060,Q1,Submitted,0,Pass,No,Team A
